,Наименование,Марка стали,"Цена за 1шт., руб. с НДС",Поставщик,Поставщик.1,Город,Размер,Подраздел,Раздел
0,Задвижка 20 16кгс/см2 (1.6МПа),ст20,4 800.00,Стройбаза Мск (921) 835-44-88 доб.,,Москва,20,Задвижка,Металлопрокат
1,Задвижка 20 16кгс/см2 (1.6МПа),ст20,4 800.00,Стройбаза Чер (921) 835-44-88 доб.,,Череповец,20,Задвижка,Металлопрокат
0,Задвижка 40 16кгс/см2 (1.6МПа) AVK DIN F4 серия 06/30,,16 837.15,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,40,Задвижка,Металлопрокат
1,Задвижка 40 10кгс/см2 (1МПа) 16кгс/см2 (1.6МПа) DN40-300 фланцевая AVK серия 06/70,,47 614.13,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,40,Задвижка,Металлопрокат
0,Задвижка 50 16кгс/см2 (1.6МПа) с обрез. клином 30ч39р,,2 683.48,Армасети Нск (383) 209-56-40,,Новосибирск,50,Задвижка,Металлопрокат
1,Задвижка 50 16кгс/см2 (1.6МПа) 30ч6бр,Чугун,3 656.18,Армасети Нск (383) 209-56-40,,Новосибирск,50,Задвижка,Металлопрокат
2,Задвижка 50 16кгс/см2 (1.6МПа) клиновая фланцевая 30с41нж,,7 209.97,Армасети Нск (383) 209-56-40,,Новосибирск,50,Задвижка,Металлопрокат
3,Задвижка 50 с обрез. клином REON Траб.=95°С,Чугун,7 835.00,Армасети Екб (343) 226-09-76,,Екатеринбург,50,Задвижка,Металлопрокат
4,Задвижка 50 с обрез. клином REON Траб.=95°С,Чугун,7 835.00,Армасети Нск (383) 209-56-40,,Новосибирск,50,Задвижка,Металлопрокат
5,Задвижка 50 25кгс/см2 (2.5МПа) клиновая 30с64нж,,8 022.26,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,50,Задвижка,Металлопрокат
6,Задвижка 50 25кгс/см2 (2.5МПа) фланц. клиновая 30с64нж,,9 216.00,Армасети Екб (343) 226-09-76,,Екатеринбург,50,Задвижка,Металлопрокат
7,Задвижка 50 25кгс/см2 (2.5МПа) фланц. клиновая 30с64нж,,9 216.00,Армасети Нск (383) 209-56-40,,Новосибирск,50,Задвижка,Металлопрокат
8,Задвижка 50 16кгс/см2 (1.6МПа) Genebre модель 2102,,13 707.79,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,50,Задвижка,Металлопрокат
9,Задвижка 50 16кгс/см2 (1.6МПа) AVK DIN F4 серия 06/30,,16 837.15,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,50,Задвижка,Металлопрокат
10,Задвижка 50 25кгс/см2 (2.5МПа) клиновая 30лс99нж,,19 826.45,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,50,Задвижка,Металлопрокат
11,Задвижка 50 25кгс/см2 (2.5МПа) клиновая 30лс64нж,,23 449.70,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,50,Задвижка,Металлопрокат
12,Задвижка 50 40кгс/см2 (4МПа) клиновая 30лс15нж,,25 982.20,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,50,Задвижка,Металлопрокат
13,"Задвижка 50 6кгс/см2 (0.6МПа) 10кгс/см2 (1МПа) 25кгс/см2 (2.5МПа) 40кгс/см2 (4МПа) 64кгс/см2 (6.4МПа) Плоская CMO серии ""R""",,29 060.30,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,50,Задвижка,Металлопрокат
14,Задвижка 50 10кгс/см2 (1МПа) Orbinox EB-01 с невыдвижным штоком,,31 879.78,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,50,Задвижка,Металлопрокат
15,Задвижка 50 16кгс/см2 (1.6МПа) клиновая 30лс941нж,,32 318.26,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,50,Задвижка,Металлопрокат
16,Задвижка 50 63кгс/см2 (6.3МПа) клиновая 30лс76нж,,39 423.70,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,50,Задвижка,Металлопрокат
17,Задвижка 50 40кгс/см2 (4МПа) клиновая 30с915нж,,40 446.32,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,50,Задвижка,Металлопрокат
18,Задвижка 50 10кгс/см2 (1МПа) 16кгс/см2 (1.6МПа) DN40-300 фланцевая AVK серия 06/70,,49 651.33,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,50,Задвижка,Металлопрокат
19,Задвижка 50 25кгс/см2 (2.5МПа) 30с64нж,,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,50,Задвижка,Металлопрокат
20,Задвижка 50 16кгс/см2 (1.6МПа) 30с41нж,,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,50,Задвижка,Металлопрокат
21,Задвижка 50 40кгс/см2 (4МПа) 30с15нж,,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,50,Задвижка,Металлопрокат
22,Задвижка 50 16кгс/см2 (1.6МПа) 30ч6бр,Чугун,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,50,Задвижка,Металлопрокат
23,Задвижка 50 16кгс/см2 (1.6МПа) 30ч39р,Чугун,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,50,Задвижка,Металлопрокат
24,Задвижка 50 16кгс/см2 (1.6МПа) 30с41нж ГОСТ 5762-2002 ГОСТ 9544-2015 ГОСТ 15150-69 ГОСТ 12.2.063-2015,,звоните,МК Промстройметалл Мск (495) 617-17-17,,Москва,50,Задвижка,Металлопрокат
25,Задвижка 50 25кгс/см2 (2.5МПа) 30с64нж ГОСТ 5762-2002 ГОСТ 9544-2015 ГОСТ 15150-69 ГОСТ 12.2.063-2015,,звоните,МК Промстройметалл Мск (495) 617-17-17,,Москва,50,Задвижка,Металлопрокат
0,Задвижка 65 с обрез. клином REON Траб.=95°С,Чугун,10 136.00,Армасети Екб (343) 226-09-76,,Екатеринбург,65,Задвижка,Металлопрокат
1,Задвижка 65 10кгс/см2 (1МПа) 16кгс/см2 (1.6МПа) клиновая с обрез. клином L=170 мм фланец/фланец ABRA,,10 494.90,Армасети Нск (383) 209-56-40,,Новосибирск,65,Задвижка,Металлопрокат
2,Задвижка 65 16кгс/см2 (1.6МПа) клиновая фланцевая 30с41нж,,12 672.00,Армасети Екб (343) 226-09-76,,Екатеринбург,65,Задвижка,Металлопрокат
3,Задвижка 65 16кгс/см2 (1.6МПа) клиновая фланцевая 30с41нж,,12 672.00,Армасети Нск (383) 209-56-40,,Новосибирск,65,Задвижка,Металлопрокат
4,Задвижка 65 10кгс/см2 (1МПа) 16кгс/см2 (1.6МПа) клиновая с обрезиненным клином L=170 мм фланец/фланец ABRA,,13 256.90,Армасети Нск (383) 209-56-40,,Новосибирск,65,Задвижка,Металлопрокат
5,Задвижка 65 16кгс/см2 (1.6МПа) Genebre модель 2102,,16 481.99,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,65,Задвижка,Металлопрокат
6,Задвижка 65 16кгс/см2 (1.6МПа) AVK DIN F4 серия 06/30,,23 011.06,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,65,Задвижка,Металлопрокат
7,Задвижка 65 10кгс/см2 (1МПа) Orbinox EB-01 с невыдвижным штоком,,31 880.83,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,65,Задвижка,Металлопрокат
8,"Задвижка 65 6кгс/см2 (0.6МПа) 10кгс/см2 (1МПа) 25кгс/см2 (2.5МПа) 40кгс/см2 (4МПа) 64кгс/см2 (6.4МПа) Плоская CMO серии ""R""",,34 506.81,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,65,Задвижка,Металлопрокат
9,Задвижка 65 10кгс/см2 (1МПа) 16кгс/см2 (1.6МПа) DN40-300 фланцевая AVK серия 06/70,,59 842.65,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,65,Задвижка,Металлопрокат
10,Задвижка 65 16кгс/см2 (1.6МПа) 30ч39р,Чугун,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,65,Задвижка,Металлопрокат
0,Задвижка 80 16кгс/см2 (1.6МПа) с обрез. клином 30ч39р,,4 306.64,Армасети Нск (383) 209-56-40,,Новосибирск,80,Задвижка,Металлопрокат
1,Задвижка 80 с обрез. клином REON Траб.=95°С,Чугун,11 724.00,Армасети Екб (343) 226-09-76,,Екатеринбург,80,Задвижка,Металлопрокат
2,Задвижка 80 с обрез. клином REON Траб.=95°С,Чугун,11 724.00,Армасети Нск (383) 209-56-40,,Новосибирск,80,Задвижка,Металлопрокат
3,Задвижка 80 10кгс/см2 (1МПа) 16кгс/см2 (1.6МПа) клиновая с обрез. клином L=180 мм фланец/фланец ABRA,,12 027.20,Армасети Нск (383) 209-56-40,,Новосибирск,80,Задвижка,Металлопрокат
4,Задвижка 80 25кгс/см2 (2.5МПа) клиновая 30с64нж,,12 835.62,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,80,Задвижка,Металлопрокат
5,Задвижка 80 25кгс/см2 (2.5МПа) фланц. клиновая 30с64нж,,17 000.00,Армасети Нск (383) 209-56-40,,Новосибирск,80,Задвижка,Металлопрокат
6,Задвижка 80 16кгс/см2 (1.6МПа) Genebre модель 2102,,20 557.03,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,80,Задвижка,Металлопрокат
7,Задвижка 80 16кгс/см2 (1.6МПа) фланц. 30лс41нж,,20 880.00,Армасети Екб (343) 226-09-76,,Екатеринбург,80,Задвижка,Металлопрокат
8,Задвижка 80 16кгс/см2 (1.6МПа) AVK DIN F4 серия 06/30,,29 932.90,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,80,Задвижка,Металлопрокат
9,Задвижка 80 10кгс/см2 (1МПа) Orbinox EB-01 с невыдвижным штоком,,31 881.88,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,80,Задвижка,Металлопрокат
10,Задвижка 80 25кгс/см2 (2.5МПа) клиновая 30лс99нж,,31 983.27,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,80,Задвижка,Металлопрокат
11,Задвижка 80 25кгс/см2 (2.5МПа) клиновая 30лс64нж,,32 803.13,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,80,Задвижка,Металлопрокат
12,"Задвижка 80 6кгс/см2 (0.6МПа) 10кгс/см2 (1МПа) 25кгс/см2 (2.5МПа) 40кгс/см2 (4МПа) 64кгс/см2 (6.4МПа) Плоская CMO серии ""R""",,38 139.57,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,80,Задвижка,Металлопрокат
13,Задвижка 80 16кгс/см2 (1.6МПа) клиновая 30лс941нж,,43 073.39,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,80,Задвижка,Металлопрокат
14,Задвижка 80 40кгс/см2 (4МПа) клиновая 30лс15нж,,46 883.36,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,80,Задвижка,Металлопрокат
15,Задвижка 80 10кгс/см2 (1МПа) 16кгс/см2 (1.6МПа) DN40-300 фланцевая AVK серия 06/70,,60 398.25,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,80,Задвижка,Металлопрокат
16,Задвижка 80 40кгс/см2 (4МПа) клиновая 30с915нж,,60 863.42,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,80,Задвижка,Металлопрокат
17,Задвижка 80 63кгс/см2 (6.3МПа) клиновая 30лс76нж,,65 429.94,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,80,Задвижка,Металлопрокат
18,Задвижка 80 25кгс/см2 (2.5МПа) 30с64нж,,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,80,Задвижка,Металлопрокат
19,Задвижка 80 16кгс/см2 (1.6МПа) 30с41нж,,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,80,Задвижка,Металлопрокат
20,Задвижка 80 40кгс/см2 (4МПа) 30с15нж,,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,80,Задвижка,Металлопрокат
21,Задвижка 80 16кгс/см2 (1.6МПа) 30ч6бр,Чугун,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,80,Задвижка,Металлопрокат
22,Задвижка 80 16кгс/см2 (1.6МПа) 30ч39р,Чугун,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,80,Задвижка,Металлопрокат
23,Задвижка 80 16кгс/см2 (1.6МПа) 30с41нж ГОСТ 5762-2002 ГОСТ 9544-2015 ГОСТ 15150-69 ГОСТ 12.2.063-2015,,звоните,МК Промстройметалл Мск (495) 617-17-17,,Москва,80,Задвижка,Металлопрокат
24,Задвижка 80 25кгс/см2 (2.5МПа) 30с64нж ГОСТ 5762-2002 ГОСТ 9544-2015 ГОСТ 15150-69 ГОСТ 12.2.063-2015,,звоните,МК Промстройметалл Мск (495) 617-17-17,,Москва,80,Задвижка,Металлопрокат
0,Задвижка 100 16кгс/см2 (1.6МПа) с обрез. клином 30ч39р,,5 171.04,Армасети Екб (343) 226-09-76,,Екатеринбург,100,Задвижка,Металлопрокат
1,Задвижка 100 16кгс/см2 (1.6МПа) с обрез. клином 30ч39р,,5 171.04,Армасети Нск (383) 209-56-40,,Новосибирск,100,Задвижка,Металлопрокат
2,Задвижка 100 16кгс/см2 (1.6МПа) 30ч6бр,Чугун,8 407.92,Армасети Мск (495) 137-58-03,,Москва,100,Задвижка,Металлопрокат
3,Задвижка 100 16кгс/см2 (1.6МПа) клиновая фланцевая 30с41нж,,13 653.90,Армасети Нск (383) 209-56-40,,Новосибирск,100,Задвижка,Металлопрокат
4,Задвижка 100 с обрез. клином REON Траб.=95°С,Чугун,14 396.00,Армасети Екб (343) 226-09-76,,Екатеринбург,100,Задвижка,Металлопрокат
5,Задвижка 100 с обрез. клином REON Траб.=95°С,Чугун,14 396.00,Армасети Нск (383) 209-56-40,,Новосибирск,100,Задвижка,Металлопрокат
6,Задвижка 100 40кгс/см2 (4МПа) плоская одинарная,,15 600.00,Стройбаза Мск (921) 835-44-88 доб.,,Москва,100,Задвижка,Металлопрокат
7,Задвижка 100 40кгс/см2 (4МПа) плоская одинарная,,15 600.00,Стройбаза Чер (921) 835-44-88 доб.,,Череповец,100,Задвижка,Металлопрокат
8,Задвижка 100 25кгс/см2 (2.5МПа) клиновая 30с64нж,,18 953.70,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
9,Задвижка 100 25кгс/см2 (2.5МПа) фланц. клиновая 30с64нж,,20 160.00,Армасети Нск (383) 209-56-40,,Новосибирск,100,Задвижка,Металлопрокат
10,"Задвижка 100 10кгс/см2 (1МПа) ножевая CMO серия ""А"" выдвижной шток",,23 777.88,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
11,Задвижка 100 16кгс/см2 (1.6МПа) фланц. 30лс41нж,,25 632.00,Армасети Екб (343) 226-09-76,,Екатеринбург,100,Задвижка,Металлопрокат
12,Задвижка 100 16кгс/см2 (1.6МПа) фланц. 30лс41нж,,25 632.00,Армасети Нск (383) 209-56-40,,Новосибирск,100,Задвижка,Металлопрокат
13,Задвижка 100 16кгс/см2 (1.6МПа) Genebre модель 2102,,26 797.03,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
14,Задвижка 100 16кгс/см2 (1.6МПа) AVK DIN F4 серия 06/30,,29 932.90,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
15,Задвижка 100 10кгс/см2 (1МПа) Orbinox EB-01 с невыдвижным штоком,,31 882.93,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
16,"Задвижка 100 6кгс/см2 (0.6МПа) 10кгс/см2 (1МПа) 25кгс/см2 (2.5МПа) 40кгс/см2 (4МПа) 64кгс/см2 (6.4МПа) Плоская CMO серии ""R""",,45 405.11,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
17,Задвижка 100 16кгс/см2 (1.6МПа) клиновая 30лс941нж,,53 414.18,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
18,Задвижка 100 25кгс/см2 (2.5МПа) клиновая 30лс64нж,,56 120.59,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
19,Задвижка 100 40кгс/см2 (4МПа) клиновая 30лс15нж,,65 556.57,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
20,Задвижка 100 10кгс/см2 (1МПа) 16кгс/см2 (1.6МПа) DN40-300 фланцевая AVK серия 06/70,,68 178.42,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
21,Задвижка 100 40кгс/см2 (4МПа) клиновая 30с915нж,,81 756.57,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
22,Задвижка 100 63кгс/см2 (6.3МПа) клиновая 30лс76нж,,94 521.67,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
23,Задвижка 100 25кгс/см2 (2.5МПа) клиновая 30лс99нж,,176 489.82,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,100,Задвижка,Металлопрокат
24,Задвижка 100 25кгс/см2 (2.5МПа) 30с64нж,,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,100,Задвижка,Металлопрокат
25,Задвижка 100 16кгс/см2 (1.6МПа) 30с41нж,,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,100,Задвижка,Металлопрокат
26,Задвижка 100 40кгс/см2 (4МПа) 30с15нж,,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,100,Задвижка,Металлопрокат
27,Задвижка 100 16кгс/см2 (1.6МПа) 30ч6бр,Чугун,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,100,Задвижка,Металлопрокат
28,Задвижка 100 16кгс/см2 (1.6МПа) 30ч39р,Чугун,звоните,СТАЛЕРОН ГРУПП Мск (495) 374-74-72,,Москва,100,Задвижка,Металлопрокат
29,Задвижка 100 16кгс/см2 (1.6МПа) 30с41нж ГОСТ 5762-2002 ГОСТ 9544-2015 ГОСТ 15150-69 ГОСТ 12.2.063-2015,,звоните,МК Промстройметалл Мск (495) 617-17-17,,Москва,100,Задвижка,Металлопрокат
30,Задвижка 100 25кгс/см2 (2.5МПа) 30с64нж ГОСТ 5762-2002 ГОСТ 9544-2015 ГОСТ 15150-69 ГОСТ 12.2.063-2015,,звоните,МК Промстройметалл Мск (495) 617-17-17,,Москва,100,Задвижка,Металлопрокат
0,Задвижка 125 16кгс/см2 (1.6МПа) клиновая фланцевая 30с41нж,,25 632.00,Армасети Екб (343) 226-09-76,,Екатеринбург,125,Задвижка,Металлопрокат
1,Задвижка 125 16кгс/см2 (1.6МПа) клиновая фланцевая 30с41нж,,25 632.00,Армасети Нск (383) 209-56-40,,Новосибирск,125,Задвижка,Металлопрокат
2,Задвижка 125 10кгс/см2 (1МПа) Orbinox EB-01 с невыдвижным штоком,,31 883.98,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,125,Задвижка,Металлопрокат
3,Задвижка 125 16кгс/см2 (1.6МПа) AVK DIN F4 серия 06/30,,33 674.29,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,125,Задвижка,Металлопрокат
4,Задвижка 125 16кгс/см2 (1.6МПа) Genebre модель 2102,,36 437.55,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,125,Задвижка,Металлопрокат
5,"Задвижка 125 6кгс/см2 (0.6МПа) 10кгс/см2 (1МПа) 25кгс/см2 (2.5МПа) 40кгс/см2 (4МПа) 64кгс/см2 (6.4МПа) Плоская CMO серии ""R""",,56 301.61,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,125,Задвижка,Металлопрокат
6,Задвижка 125 10кгс/см2 (1МПа) 16кгс/см2 (1.6МПа) DN40-300 фланцевая AVK серия 06/70,,105 243.29,Торговый дом ЧМК Мск (903) 728-88-72,,Москва,125,Задвижка,Металлопрокат
